COMPANY,EVENT,SYSTEM NAME,START DATE,END DATE,APP TYPE,EVENT STATUS,POWERED ON,CLUSTER NAME,ARCHIVED
Cisco,Live Milan 2014 - Data Center,cisco:live2014,2014-01-27,2014-01-30,MST,DORMANT,2013-11-29,DORMANT01,NO
Cisco,Live Milan 2014 - Enterprise Networks,cisco:clmilanen2014,2014-01-28,2014-01-29,AST_SSO_3,DORMANT,2014-01-09,DORMANT01,NO
LSI,Open Compute Summit V,lsi:ocp2014,2014-01-28,2014-01-29,AST_SSO_3,DORMANT,2014-01-06,DORMANT01,NO
Cisco, Live Milan 2014 - ACI Nexus 9000 Team ,cisco:clmilanaci2014,2014-01-28,2014-01-29,AST_SSO_3,DORMANT,2013-12-20,DORMANT01,NO
Cisco,Live Milan 2014 - TrustSec,cisco:trustsec2014,2014-01-28,2014-01-29,AST_SSO_3,DORMANT,2013-12-17,DORMANT01,NO
Cisco,SAP FKOM 2014,cisco:sapfkom2014,2014-01-21,2014-01-23,AST_SSO_3,DORMANT,2013-12-23,DORMANT01,NO
Oracle,NRF 2014,oracle:nrf2014,2014-01-13,2014-01-14,MST,DORMANT,2013-11-15,DORMANT01,NO
Motorola,NRF 2014,motorola:nrf2014,2014-01-13,2014-01-14,MST,DORMANT,2013-10-31,DORMANT01,NO
Cisco,NRF 2014,cisco:nrf2014,2014-01-13,2014-01-14,AST_SSO,DORMANT,2013-10-28,DORMANT01,NO
Yahoo!,CES 2014,yahoo:ces2014,2014-01-07,2014-01-10,MST,DORMANT,2013-11-12,DORMANT01,NO
Adobe,CES 2014,adobe:ces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-12-04,DORMANT01,NO
Cisco,IOE CES2014,cisco:ioeces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-11-27,DORMANT01,NO
Marvell,CES 2014,marvell:ces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-11-20,DORMANT01,NO
Cisco,CES 2014,cisco:ces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-11-18,DORMANT01,NO
Plantronics,CES 2014,plantronics:ces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-11-14,DORMANT01,NO
ARM,CES 2014,arm:ces2014,2014-01-07,2014-01-10,AST_SSO_3,DORMANT,2013-11-12,DORMANT01,NO
Nuance,CES 2014,nuance:ces2014,2014-01-07,2014-01-09,AST_SSO_3,DORMANT,2013-11-14,DORMANT01,NO
Dell,Dell World 2013,dell:dellworld2013,2013-12-11,2013-12-13,MST,DORMANT,2013-10-16,DORMANT01,NO
Dell,EBC at Dell World 2013,dell:ebc2013,2013-12-10,2013-12-13,AST_SSO,DORMANT,2013-10-15,DORMANT01,NO
EMC,Gartner Data Center Conference,emc:gartnerdata2013,2013-12-09,2013-12-12,MST,DORMANT,2013-11-06,DORMANT01,NO
Nuance,RSNA 2013,nuance:rsna2013,2013-12-01,2013-12-05,AST,DORMANT,2013-09-24,DORMANT01,NO
NetApp,RSNA 2013,netapp:rsna2013,2013-12-02,2013-12-04,AST_SSO,DORMANT,2013-10-03,DORMANT01,NO
Brocade, Super Computing 2013,brocade:sc2013,2013-11-17,2013-11-22,AST,DORMANT,2013-10-07,DORMANT01,NO
LSI,Accelerating Innovation Summit,lsi:ais2013,2013-11-20,2013-11-21,AST_SSO,DORMANT,2013-08-14,DORMANT01,NO
NetApp, Super Computing 2013,netapp:supercom2013,2013-11-19,2013-11-21,AST_SSO,DORMANT,2013-10-18,DORMANT01,NO
NetApp,AWS Re:Invent 2013,netapp:aws2013,2013-11-12,2013-11-15,AST_SSO,DORMANT,2013-10-03,DORMANT01,NO
Tektronix Communications,Africa COM 2013,tektronixcommunications:africacom2013,2013-11-12,2013-11-14,AST_SSO,DORMANT,2013-09-20,DORMANT01,NO
Brocade,OpenStack 2013,brocade:os2013,2013-11-05,2013-11-08,AST_SSO,DORMANT,2013-10-30,DORMANT01,NO
NetApp,OpenStack 2013,netapp:openstack2013,2013-11-05,2013-11-08,AST_SSO,DORMANT,2013-10-03,DORMANT01,NO
Cisco,IoT World Forum 2013,cisco:iot2013,2013-10-29,2013-10-31,MST,DORMANT,2013-10-04,DORMANT01,NO
Cisco,Cisco FY2014 Data Center Partner Connection,cisco:dcpca2013,2013-10-29,2013-10-31,MST,DORMANT,2013-08-19,DORMANT01,NO
ARM,Partner Meeting 2013 at Techcon,arm:techcon2013,2013-10-29,2013-10-31,AST,DORMANT,2013-09-17,DORMANT01,NO
Nuance,AHIMA 2013,nuance:ahima2013,2013-10-06,2013-10-30,AST,DORMANT,2013-09-13,DORMANT01,NO
NetApp,Executive Visit – Adam Fore & Tim Russell,netapp:ev1013,2013-10-21,2013-10-25,AST_SSO,DORMANT,2013-10-10,DORMANT01,NO
NetApp,SAP TechEd 2013,netapp:sapteched2013,2013-10-21,2013-10-25,AST_SSO,DORMANT,2013-09-18,DORMANT01,NO
LinkedIn,Talent Connect UK 2013,linkedin:talentconnectuk2013,2013-10-23,2013-10-24,MST,DORMANT,2013-08-30,DORMANT01,NO
EMC,SAP Tech Ed 2013,emc:sapteched2013,2013-10-22,2013-10-24,MST,DORMANT,2013-09-25,DORMANT01,NO
Cisco,Cisco Collaboration Partner Summit 2013,cisco:collab2013,2013-10-20,2013-10-24,MST,DORMANT,2013-09-11,DORMANT01,NO
Cisco,Cisco Collaboration Consultant Summit 2013,cisco:collabcs2013,2013-10-20,2013-10-24,MST,DORMANT,2013-09-11,DORMANT01,NO
Cisco,Broadband World Forum 2013,cisco:bbwf2013,2013-10-22,2013-10-24,AST_SSO,DORMANT,2013-09-06,DORMANT01,NO
Marvell,BBWF 2013,marvell:bbwf2013,2013-10-22,2013-10-24,AST_SSO,DORMANT,2013-08-14,DORMANT01,NO
Cisco,SCTE Cable-Tec Expo 2013,cisco:scte2013,2013-10-21,2013-10-24,AST_SSO,DORMANT,2013-09-03,DORMANT01,NO
Tektronix Communications,FUTURECOM 2013,tektronixcommunications:futurecom2013,2013-10-21,2013-10-24,AST_SSO,DORMANT,2013-08-07,DORMANT01,NO
American Express,Supplier Showcase,americanexpress:interaction2013,2013-10-18,2013-10-20,AST_SMT,DORMANT,2013-06-13,DORMANT01,NO
EMC,VMworld 2013,emc:vmweurope2013,2013-10-15,2013-10-17,MST,DORMANT,2013-09-18,DORMANT01,NO
LinkedIn,Talent Connect 2013,linkedin:talentconnect2013,2013-10-15,2013-10-17,MST,DORMANT,2013-08-07,DORMANT01,NO
PEMEX,WEC2013,pemex:wec2013,2013-10-13,2013-10-17,MST,DORMANT,2013-10-07,DORMANT01,NO
Brocade,VMWorld Europe 2013,brocade:vmwemea2013,2013-10-15,2013-10-17,AST_SSO,DORMANT,2013-09-27,DORMANT01,NO
Cisco,VMworld 2013 Europe,cisco:vmweurope2013,2013-10-04,2013-10-17,AST_SSO,DORMANT,2013-09-18,DORMANT01,NO
VCE,VMworld Europe 2013,vce:vmworldeurope2013,2013-10-14,2013-10-17,AST,DORMANT,2013-09-06,DORMANT01,NO
SoftwareAG,Innovation World 2013 - Meet the Experts,softwareag:mte2013,2013-10-08,2013-10-10,MST,DORMANT,2013-08-22,DORMANT01,NO
SoftwareAG,Innovation World 2013 - Executive Exchange,softwareag:innovation2013,2013-10-08,2013-10-10,MST,DORMANT,2013-08-14,DORMANT01,NO
Cisco,Gartner Symposium ITxpo 2013,cisco:gartner2013,2013-10-06,2013-10-10,AST_SSO,DORMANT,2013-08-14,DORMANT01,NO
athenahealth,MGMA 2013,athenahealth:mgma2013,2013-10-06,2013-10-09,AST,DORMANT,2013-09-10,DORMANT01,NO
Cisco,Interop 2013,cisco:interopny2013,2013-09-30,2013-10-04,AST_SSO,DORMANT,2013-09-09,DORMANT01,NO
McAfee,McAfee FOCUS 2013 Security Conference,mcafee:focus2013,2013-10-01,2013-10-03,MST,DORMANT,2013-07-05,DORMANT01,NO
PEMEX,"SPE ATCE New Orleans, Louisiana, USA",pemex:speatce2013,2013-09-30,2013-10-02,MST,DORMANT,2013-09-18,DORMANT01,NO
PEMEX,"Heavy Oil Latin America (HOLA), Puerto Vallarta, Mexico",pemex:hola2013,2013-09-24,2013-09-26,MST,DORMANT,2013-09-22,DORMANT01,NO
Oracle,OpenWorld 2013 - Retail,oracle:oowretail2013,2013-09-22,2013-09-26,MST,DORMANT,2013-08-22,DORMANT01,NO
EMC,Oracle OpenWorld 2013,emc:oow2013,2013-09-22,2013-09-26,MST,DORMANT,2013-08-05,DORMANT01,NO
Cisco,Cisco @ Oracle OpenWorld 2013,cisco:oow2013,2013-09-22,2013-09-26,MST,DORMANT,2013-07-31,DORMANT01,NO
Oracle,OpenWorld 2013 - CGBU,oracle:openworld2013,2013-09-22,2013-09-26,MST,DORMANT,2013-07-05,DORMANT01,NO
NetApp,Oracle OpenWorld USA 2013,netapp:oracleworld2013,2013-09-23,2013-09-25,AST_SSO,DORMANT,2013-07-23,DORMANT01,NO
NetApp,SEG Houston 2013,netapp:seg2013,2013-09-22,2013-09-25,AST_SSO,DORMANT,2013-08-05,DORMANT01,NO
NetApp,Industry Analysts Summit 2013,netapp:ooweb2013,2013-09-23,2013-09-25,AST,DORMANT,2013-09-21,DORMANT01,NO
NetApp,Executive Visit – Ty McConney & Mohit Bhatnagar,netapp:ev913,2013-09-16,2013-09-20,AST_SSO,DORMANT,2013-08-23,DORMANT01,NO
Marvell,IBC 2013,marvell:ibc2013,2013-09-13,2013-09-20,AST_SSO,DORMANT,2013-07-17,DORMANT01,NO
LSI,2013 LinuxCon NA,lsi:linux2013,2013-09-16,2013-09-17,AST_SSO,DORMANT,2013-08-14,DORMANT01,NO
Cisco,Cisco IBC 2013 World Team,cisco:ibc2013,2013-09-13,2013-09-17,AST,DORMANT,2013-07-10,DORMANT01,NO
LSI,2013 HPC for Wall Street,lsi:hpc2013,2013-09-09,2013-09-09,AST_SSO,DORMANT,2013-08-09,DORMANT01,NO
PEMEX,SPE Offshore Europe 2013,pemex:offshoreeurope2013,2013-09-03,2013-09-06,MST,DORMANT,2013-08-25,DORMANT01,NO
EMC,VMworld 2013,emc:vmworld2013,2013-08-26,2013-08-29,MST,DORMANT,2013-07-10,DORMANT01,YES
VCE,VMworld 2013,vce:vmworld2013,2013-08-26,2013-08-29,AST,DORMANT,2013-07-15,DORMANT01,YES
Brocade,VMWorld 2013,brocade:vmworld2013,2013-08-25,2013-08-29,AST,DORMANT,2013-07-09,DORMANT01,YES
NetApp,VMworld 2013 | NetApp Genius Lounge,netapp:genius,2013-08-25,2013-08-28,MST,DORMANT,2013-07-25,DORMANT01,YES
Cisco,VMworld US 2013,cisco:vmworld2013,2013-08-25,2013-08-28,MST,DORMANT,2013-07-10,DORMANT01,YES
NetApp,VMworld USA 2013,netapp:vmworldusa2013,2013-08-25,2013-08-28,AST,DORMANT,2013-05-20,DORMANT01,YES
ARM,Partner Meeting 2013,arm:apm2013,2013-08-20,2013-08-22,AST,DORMANT,2013-05-03,DORMANT01,YES
LSI,Flash Memory Summit,lsi:flash2013,2013-08-13,2013-08-15,AST_SSO,DORMANT,2013-07-23,DORMANT01,YES
amadeus,Global Business Travel Association (GBTA) Convention 2013,amadeus:gbta2013,2013-08-04,2013-08-07,AST,DORMANT,2013-06-27,DORMANT01,YES
Cisco,MSFT World Partner Summit Conference 2013,cisco:msft2013,2013-07-07,2013-07-11,AST,DORMANT,2013-06-11,DORMANT01,YES
Oracle,Mobile Asia Expo 2013,oracle:mae2013,2013-06-26,2013-06-28,AST,DORMANT,2013-05-25,DORMANT01,YES
LSI,Cisco Live! 2013,lsi:ciscolive2013,2013-06-24,2013-06-27,MST,DORMANT,2013-04-16,DORMANT01,YES
Cisco,Cisco Live Orlando 2013 - Data Center,cisco:live2013_dc,2013-06-23,2013-06-27,MST,DORMANT,2013-04-26,DORMANT01,YES
Cisco,Cisco Live 2013 – Meet the Executive,cisco:live2013,2013-06-23,2013-06-27,MST,DORMANT,2013-03-04,DORMANT01,YES
Cisco,Cisco Live 2013 – Executive Scheduler,cisco:exec2013,2013-06-23,2013-06-27,MPAST,DORMANT,2013-03-04,DORMANT01,YES
NetApp,Cisco Live 2013,netapp:ciscolive2013,2013-06-24,2013-06-27,AST,DORMANT,2013-04-03,DORMANT01,YES
Cisco,Cisco Live 2013 - Walk In,cisco:walkin2013,2013-06-23,2013-06-27,AST,DORMANT,2013-06-20,DORMANT01,YES
Cisco,Cisco Live Orlando 2013 for IP NGN,cisco:ipngnlive2013,2013-06-23,2013-06-27,AST,DORMANT,2013-06-04,DORMANT01,YES
Insieme Networks,Cisco Live Orlando 2013 ,insiemenetworks:ciscolive2013,2013-06-23,2013-06-27,AST,DORMANT,2013-05-21,DORMANT01,YES
Cisco,Cisco Live Orlando 2013,cisco:ciscolive2013,2013-06-23,2013-06-27,AST,DORMANT,2013-05-11,DORMANT01,YES
Tektronix Communications,LTE World Summit 2013,tektronixcommunications:lte2013,2013-06-24,2013-06-26,AST,DORMANT,2013-05-10,DORMANT01,YES
Yahoo!,Cannes Lions International Festival of Creativity 2013,yahoo:cannes2013,2013-06-16,2013-06-22,AST_SSO,DORMANT,2013-04-25,DORMANT01,YES
NetApp,Industry Analysts Summit 2013,netapp:ias2013,2013-06-20,2013-06-21,AST,DORMANT,2013-05-30,DORMANT01,YES
Tektronix Communications,CommunicAsia 2013,tektronixcommunications:comasia2013,2013-06-18,2013-06-21,AST,DORMANT,2013-05-03,DORMANT01,YES
American Express,Supplier Summit,americanexpress:suppliersummit2013,2013-06-18,2013-06-19,AST_SMT,DORMANT,2013-05-07,DORMANT01,YES
athenahealth,HFMA ANI 2013,athenahealth:ani2013,2013-06-16,2013-06-18,AST,DORMANT,2013-06-04,DORMANT01,YES
Nuance,HFMA ANI 2013 ,nuance:ani2013,2013-06-16,2013-06-18,AST,DORMANT,2013-05-17,DORMANT01,YES
LSI,IBM Edge 2013,lsi:ibmedge2013,2013-06-10,2013-06-14,MST,DORMANT,2013-04-19,DORMANT01,YES
Cisco,InfoComm 2013,cisco:infocomm2013,2013-06-12,2013-06-14,AST,DORMANT,2013-04-29,DORMANT01,YES
Cisco,NCTA The Cable Show 2013,cisco:ncta2013,2013-06-10,2013-06-12,AST,DORMANT,2013-05-08,DORMANT01,YES
Marvell,Computex 2013,marvell:computex2013,2013-06-04,2013-06-08,AST_SSO,DORMANT,2013-04-08,DORMANT01,YES
Nuance,SIIM 2013,nuance:siim2013,2013-06-06,2013-06-08,AST,DORMANT,2013-05-22,DORMANT01,YES
ARM,COMPUTEX TAIPEI 2013,arm:computex2013,2013-06-04,2013-06-08,AST,DORMANT,2013-05-03,DORMANT01,YES
Cisco,Cisco Partner Summit 2013 - Executive 1:1,cisco:partnersummit2013,2013-06-03,2013-06-06,MST,DORMANT,2013-02-22,DORMANT01,YES
Cisco,Cisco Partner Summit 2013 – Operations Director 1:1,cisco:psod2013,2013-06-03,2013-06-06,MST,DORMANT,2013-02-22,DORMANT01,YES
Cisco,ANGACOM 2013,cisco:anga2013,2013-06-04,2013-06-06,AST,DORMANT,2013-04-26,DORMANT01,YES
LSI,Microsoft TechEd 2013,lsi:teched2013,2013-06-03,2013-06-06,AST,DORMANT,2013-05-22,DORMANT01,YES
NetApp,Microsoft TechEd 2013,netapp:teched2013,2013-06-03,2013-06-06,AST,DORMANT,2013-04-18,DORMANT01,YES
NetApp,Citrix Synergy 2013,netapp:synergy2013,2013-05-22,2013-05-24,AST,DORMANT,2013-03-01,DORMANT01,YES
Tektronix Communications,CTIA 2013,tektronixcommunications:ctia2013,2013-05-21,2013-05-23,AST,DORMANT,2013-04-04,DORMANT01,YES
Oracle,TM Forum’s Management World,oracle:tmforum2013,2013-05-13,2013-05-16,MST,DORMANT,2013-04-01,DORMANT01,YES
NetApp,SAP SAPPHIRE NOW 2013,netapp:sapphire2013,2013-05-14,2013-05-16,AST,DORMANT,2013-03-13,DORMANT01,YES
Tektronix Communications,TM Forum's Management World 2013,tektronixcommunications:managementworld2013,2013-05-13,2013-05-16,AST,DORMANT,2013-04-04,DORMANT01,YES
GlobeNet,ITW 2013,globenet:itw2013,2013-05-13,2013-05-15,AST,DORMANT,2013-04-17,DORMANT01,YES
LSI,Interop 2013,lsi:interop2013,2013-05-06,2013-05-10,MST,DORMANT,2013-04-05,DORMANT01,YES
Marvell,Interop 2013,marvell:interop2013,2013-05-06,2013-05-10,AST_SSO,DORMANT,2013-04-08,DORMANT01,YES
Cisco,EMC World 2013,cisco:emcworld2013,2013-05-06,2013-05-09,MST,DORMANT,2013-04-09,DORMANT01,YES
LSI,EMC 2013,lsi:emc2013,2013-05-06,2013-05-08,MST,DORMANT,2013-04-19,DORMANT01,YES
SHDA,Industry Advancement Summit 2013,shda:shda2013,2013-04-30,2013-05-03,AST,DORMANT,2012-10-08,DORMANT01,YES
Cisco,Cisco Marketing Velocity,cisco:velocity2013,2013-04-16,2013-04-18,MST,DORMANT,2013-03-05,DORMANT01,YES
Cisco,NAB 2013,cisco:nab2013,2013-04-08,2013-04-11,AST,DORMANT,2013-02-28,DORMANT01,YES
NetApp,Microsoft Management Summit 2013,netapp:mms2013,2013-04-08,2013-04-11,AST,DORMANT,2013-02-06,DORMANT01,YES
NetApp,National Association of Broadcaster 2013,netapp:nab2013,2013-04-08,2013-04-11,AST,DORMANT,2013-02-06,DORMANT01,YES
Yahoo!,AD:Tech San Francisco,yahoo:adtechsf2013,2013-04-09,2013-04-10,AST_SSO,DORMANT,2013-03-18,DORMANT01,YES
Cisco,"MPLS/EWC, V6 WC and SDN Summit 2013",cisco:mplsewc2013,2013-03-18,2013-03-22,AST,DORMANT,2013-01-11,DORMANT01,YES
Marvell,TV Connect 2013,marvell:tvconnect2013,2013-03-19,2013-03-21,AST_SSO,DORMANT,2013-03-06,DORMANT01,YES
Cisco,OFC/NFOEC 2013,cisco:ofcnfoec2013,2013-03-19,2013-03-21,AST,DORMANT,2013-01-24,DORMANT01,YES
Cisco,Enterprise Connect 2013,cisco:ec2013,2013-03-18,2013-03-21,AST,DORMANT,2012-02-13,DORMANT01,YES
Cisco,HIMSS 2013,cisco:himss2013,2013-03-04,2013-03-06,AST,DORMANT,2013-01-08,DORMANT01,YES
NetApp,HIMSS 2013,netapp:himss2013,2013-03-04,2013-03-06,AST,DORMANT,2012-12-20,DORMANT01,YES
Cisco,RSA 2013,cisco:rsa2013,2013-02-25,2013-03-01,MST,DORMANT,2013-01-16,DORMANT01,YES
LSI,Mobile World Congress 2013,lsi:mwc2013,2013-02-25,2013-02-28,MST,DORMANT,2013-01-16,DORMANT01,YES
Oracle,Mobile World Congress 2013,oracle:mwc2013,2013-02-25,2013-02-28,MST,DORMANT,2013-01-03,DORMANT01,YES
Marvell,Mobile World Congress 2013,marvell:mwc2013,2013-02-25,2013-02-28,AST_SSO,DORMANT,2013-01-23,DORMANT01,YES
Ruckus,Mobile World Congress 2013,ruckus:mwc2013,2013-02-25,2013-02-28,AST,DORMANT,2013-02-13,DORMANT01,YES
NetApp,VMware Partner Exchange 2013,netapp:vmpx2013,2013-02-25,2013-02-28,AST,DORMANT,2012-12-20,DORMANT01,YES
Micron,Mobile World Congress 2013,micron:mwc2013,2013-02-25,2013-02-28,AST,DORMANT,2012-12-12,DORMANT01,YES
Tektronix Communications,Mobile World Congress 2013,tektronixcommunications:mwc2013,2013-02-25,2013-02-28,AST,DORMANT,2012-12-07,DORMANT01,YES
ARM,Mobile World Congress 2013,arm:mwc2013,2013-02-25,2013-02-28,AST,DORMANT,2012-12-05,DORMANT01,YES
Cisco,Mobile World Congress 2013,cisco:mwc2013,2013-02-25,2013-02-28,AST,DORMANT,2012-12-05,DORMANT01,YES
Cisco,Data Center Partner Conference,cisco:dcpce2013,2013-01-29,2013-01-31,MST,DORMANT,2012-11-26,DORMANT01,YES
Cisco,Integrated Systems Europe 2013,cisco:ise2013,2013-01-29,2013-01-31,AST,DORMANT,2013-01-08,DORMANT01,YES
Red Hat,Red Hat Partner Conference 2013,redhat:rhpc2013,2013-01-14,2013-01-16,MST,DORMANT,2012-11-26,DORMANT01,YES
Cisco,NRF 2013,cisco:nrf2013,2013-01-14,2013-01-15,AST,DORMANT,2012-10-18,DORMANT01,YES
Marvell,International CES 2013,marvell:ces2013,2013-01-08,2013-01-11,AST_SSO,DORMANT,2012-11-05,DORMANT01,YES
Yahoo!,International CES,yahoo:ces2013,2013-01-08,2013-01-11,AST_SSO,DORMANT,2012-10-31,DORMANT01,YES
ARM,International CES 2013,arm:ces2013,2013-01-08,2013-01-11,AST,DORMANT,2012-11-27,DORMANT01,YES
Cisco,International CES 2013,cisco:ces2013,2013-01-08,2013-01-11,AST,DORMANT,2012-11-07,DORMANT01,YES
NetApp,RSNA 2012,netapp:rsna2012,2012-11-25,2012-11-29,AST,DORMANT,2012-10-23,DORMANT01,YES
Micron,Micron Electronica 2012,micron:electronica2012,2012-11-13,2012-11-16,AST,DORMANT,2012-07-16,DORMANT01,YES
LSI,Accelerating Innovation Summit 2012,lsi:ais2012,2012-11-13,2012-11-15,MST,DORMANT,2012-10-04,DORMANT01,YES
Tektronix Communications,LTENA 2012,tektronixcommunications:ltena2012,2012-11-14,2012-11-15,AST,DORMANT,2012-10-23,DORMANT01,YES
NetApp,Supercomputing 2012,netapp:supercom2012,2012-11-12,2012-11-15,AST,DORMANT,2012-09-17,DORMANT01,YES
Yahoo!,Ad:Tech New York,yahoo:adtechny2012,2012-11-07,2012-11-08,AST,DORMANT,2012-09-28,DORMANT01,YES
Cisco,Ethernet Expo New York 2012,cisco:expo2012,2012-11-06,2012-11-08,AST,DORMANT,2012-09-21,DORMANT01,YES
LSI,Accelerating Innovation Summit 2012 - Test Event,lsi:bne2012,2012-11-06,2012-11-08,AST,DORMANT,2012-09-19,DORMANT01,YES
NetApp,SEG 2012,netapp:seg2012,2012-11-04,2012-11-07,AST,DORMANT,2012-10-11,DORMANT01,YES
Cisco,MPLS 2012,cisco:mpls2012,2012-10-28,2012-10-31,AST,DORMANT,2012-09-21,DORMANT01,YES
Maxvantage,Supplier Showcase,maxvantage:supplier2012,2012-10-26,2012-10-29,AST,DORMANT,2012-10-11,DORMANT01,YES
McAfee,McAfee FOCUS 2012 Security Conference,mcafee:focus2012,2012-10-22,2012-10-25,MST,DORMANT,2012-07-30,DORMANT01,YES
McAfee,McAfee FOCUS 2012 Security Conference PS,mcafee:focusps2012,2012-10-23,2012-10-25,AST,DORMANT,2012-08-09,DORMANT01,YES
NetApp,Gartner ITxpo Symposium 2012,netapp:gartner2012,2012-10-22,2012-10-25,AST,DORMANT,2012-09-17,DORMANT01,YES
Cisco,SCTE Cable-Tec Expo 2012,cisco:scte2012,2012-10-17,2012-10-19,AST,DORMANT,2012-08-17,DORMANT01,YES
NetApp,SAP TechEd 2012,netapp:teched2012,2012-10-16,2012-10-18,AST,DORMANT,2012-09-19,DORMANT01,YES
Cisco,Broadband World Forum 2012 ,cisco:bbwf2012,2012-10-16,2012-10-18,AST,DORMANT,2012-09-11,DORMANT01,YES
Cisco,Cisco Collaboration Partner Summit 2012,cisco:collab2012,2012-10-15,2012-10-17,MST,DORMANT,2012-08-10,DORMANT01,YES
Cisco,VMworld Europe 2012,cisco:vmweurope2012,2012-10-09,2012-10-11,MST,DORMANT,2012-09-14,DORMANT01,YES
Oracle,OpenWorld 2012,oracle:openworld2012,2012-09-30,2012-10-04,MST,DORMANT,2012-09-06,DORMANT01,YES
Cisco,Cisco @ Oracle OpenWorld 2012,cisco:oow2012,2012-09-30,2012-10-04,MST,DORMANT,2012-08-22,DORMANT01,YES
NetApp,Oracle OpenWorld 2012,netapp:oracleworld2012,2012-10-01,2012-10-03,AST,DORMANT,2012-07-16,DORMANT01,YES
Cisco,Cisco Data Center Partner Conference,cisco:dcpc2012,2012-09-25,2012-09-27,MST,DORMANT,2012-07-30,DORMANT01,YES
Cisco,Carrier Ethernet World Congress 2012,cisco:cewc2012,2012-09-17,2012-09-20,AST,DORMANT,2012-08-14,DORMANT01,YES
Cisco,IBC 2012,cisco:ibc2012,2012-09-07,2012-09-12,AST,DORMANT,2012-07-30,DORMANT01,YES
Marvell,IBC 2012,marvell:ibc2012,2012-09-07,2012-09-11,AST,DORMANT,2012-08-08,DORMANT01,YES
Cisco,VMworld US 2012,cisco:vmworld2012,2012-08-26,2012-08-29,MST,DORMANT,2012-07-16,DORMANT01,YES
NetApp,VMworld USA 2012,netapp:vmworldusa2012,2012-08-26,2012-08-29,AST,DORMANT,2012-06-13,DORMANT01,YES
Cisco,IPv6 World Congress,cisco:ipv62012,2012-06-26,2012-06-27,AST,DORMANT,2012-05-02,DORMANT01,YES
Tektronix Communications,Mobile Asia Expo,tektronixcommunications:mae2012,2012-06-20,2012-06-22,AST,DORMANT,2012-05-02,DORMANT01,YES
Tektronix Communications,CommunicAsia 2012,tektronixcommunications:comasia2012,2012-06-19,2012-06-22,AST,DORMANT,2012-05-11,DORMANT01,YES
NetApp,Industry Analysts Summit 2012,netapp:ias2012,2012-06-20,2012-06-21,AST,DORMANT,2012-06-08,DORMANT01,YES
Cisco,Mobile Asia Expo 2012,cisco:mae2012,2012-06-18,2012-06-21,AST,DORMANT,2012-05-02,DORMANT01,YES
Cisco,WDM2012,cisco:wdm2012,2012-06-18,2012-06-21,AST,DORMANT,2012-05-02,DORMANT01,YES
NetApp,ISC 2012,netapp:isc2012,2012-06-18,2012-06-20,AST,DORMANT,2012-05-07,DORMANT01,YES
Cisco,Infocomm 2012,cisco:infocomm2012,2012-06-13,2012-06-15,AST,DORMANT,2012-04-03,DORMANT01,YES
Cisco,Cisco Live 2012 - Meet the Executive,cisco:live2012,2012-06-10,2012-06-14,MST,DORMANT,2012-04-27,DORMANT01,YES
Cisco,ANGA 2012,cisco:anga2012,2012-06-12,2012-06-14,AST,DORMANT,2012-04-20,DORMANT01,YES
NetApp,NetApp at Cisco Live 2012,netapp:ciscolive2012,2012-06-11,2012-06-14,AST,DORMANT,2012-04-30,DORMANT01,YES
Cisco,Cisco Live PS 2012,cisco:ciscops2012,2012-06-10,2012-06-14,AST,DORMANT,2012-05-07,DORMANT01,YES
Marvell,Computex 2012,marvell:computex2012,2012-06-05,2012-06-09,AST,DORMANT,2012-05-07,DORMANT01,YES
Yahoo!,Internet Retailer Conference & Expo 2012,yahoo:irce2012,2012-06-05,2012-06-08,AST,DORMANT,2012-05-08,DORMANT01,YES
Oracle,Management World 2012,oracle:mw2012,2012-05-21,2012-05-24,MST,DORMANT,2012-04-27,DORMANT01,YES
Tektronix Communications,LTE World Summit 2012,tektronixcommunications:lte2012,2012-05-23,2012-05-24,AST,DORMANT,2012-04-02,DORMANT01,YES
Tektronix Communications,Management World 2012,tektronixcommunications:managementworld2012,2012-05-21,2012-05-24,AST,DORMANT,2012-04-02,DORMANT01,YES
Yahoo!,Cannes Lions Advertising Festival 2012,yahoo:cannes2012,2012-06-17,2012-05-23,AST,DORMANT,2012-04-17,DORMANT01,YES
Cisco,NCTA The Cable Show 2012,cisco:ncta2012,2012-05-21,2012-05-23,AST,DORMANT,2012-03-30,DORMANT01,YES
Yahoo!,Internet Week New York 2012,yahoo:iwny2012,2012-05-14,2012-05-21,AST,DORMANT,2012-03-26,DORMANT01,YES
Marvell,Lightfair 2012,marvell:lightfair2012,2012-05-09,2012-05-11,AST,DORMANT,2012-04-13,DORMANT01,YES
NetApp,Citrix Synergy 2012,netapp:synergysfo2012,2012-05-08,2012-05-10,AST,DORMANT,2012-04-05,DORMANT01,YES
Marvell,Interop 2012,marvell:interop2012,2012-05-08,2012-05-10,AST,DORMANT,2012-04-04,DORMANT01,YES
Cisco,International CTIA Wireless 2012 ,cisco:ctia2012,2012-05-08,2012-05-10,AST,DORMANT,2012-04-03,DORMANT01,YES
