COMPANY,EVENT,SYSTEM NAME,START DATE,END DATE,APP TYPE,EVENT STATUS,POWERED ON,CLUSTER NAME,ARCHIVED
Yahoo!,Americas Upfront,yahoo:upfront2012,2012-04-25,2012-04-26,AST,DORMANT,2012-03-26,DORMANT01,YES
Cisco,Cisco Partner Summit 2012 – Operations Director 1:1,cisco:psod2012,2012-04-16,2012-04-19,MST,DORMANT,2012-02-03,DORMANT01,YES
Cisco,Cisco Partner Summit 2012 - Executive 1:1,cisco:partnersummit2012,2012-04-16,2012-04-19,MST,DORMANT,2012-01-21,DORMANT01,YES
Cisco,Terabit Optical 2012,cisco:terabits2012,2012-04-16,2012-04-19,AST,DORMANT,2012-03-09,DORMANT01,YES
Cisco,NAB 2012,cisco:nab2012,2012-04-16,2012-04-19,AST,DORMANT,2012-03-01,DORMANT01,YES
NetApp,NAB 2012,netapp:nab2012,2012-04-16,2012-04-19,AST,DORMANT,2012-01-12,DORMANT01,YES
Yahoo!,ad:tech san francisco,yahoo:adtechsf2012,2012-04-03,2012-04-04,AST,DORMANT,2012-02-29,DORMANT01,YES
Cisco,Enterprise Connect 2012,cisco:ec2012,2012-03-26,2012-03-29,AST,DORMANT,2012-02-13,DORMANT01,YES
Cisco,Evolving Packet Transport Networks 2012,cisco:ptn2012,2012-03-26,2012-03-28,AST,DORMANT,2012-01-12,DORMANT01,YES
Cisco,IPTV 2012,cisco:iptv2012,2012-03-20,2012-03-23,AST,DORMANT,2012-01-12,DORMANT01,YES
Intel,Intel Summit Week 2012,intel:isw2012,2012-03-16,2012-03-23,AST,DORMANT,2012-01-31,DORMANT01,YES
Cisco,OFC/NFOEC 2012,cisco:ofcnfoec2012,2012-03-04,2012-03-08,AST,DORMANT,2012-01-25,DORMANT01,YES
Marvell,Mobile World Congress 2012,marvell:mwc2012,2012-02-27,2012-03-01,AST,DORMANT,2012-01-27,DORMANT01,YES
Tektronix Communications,Mobile World Congress 2012,tektronixcommunications:mwc2012,2012-02-27,2012-03-01,AST,DORMANT,2012-01-24,DORMANT01,YES
Cisco,Mobile World Congress 2012,cisco:mwc2012,2012-02-27,2012-03-01,AST,DORMANT,2011-12-15,DORMANT01,YES
Micron,Mobile World Congress,micron:mwc2012,2012-02-27,2012-03-01,AST,DORMANT,2011-12-02,DORMANT01,YES
Cisco,HIMSS 2012,cisco:himss2012,2012-02-21,2012-02-23,AST,DORMANT,2012-01-08,DORMANT01,YES
Cisco,MPLS/Ethernet World Congress 2012,cisco:mplsworld2012,2012-02-07,2012-02-10,AST,DORMANT,2011-11-18,DORMANT01,YES
Cisco,National Retail Federation(NRF) 2012,cisco:nrf2012,2012-01-16,2012-01-17,AST,DORMANT,2011-10-19,DORMANT01,YES
Cisco,International CES 2012,cisco:ces2012,2012-01-10,2012-01-13,AST,DORMANT,2011-11-11,DORMANT01,YES
Yahoo!,International CES,yahoo:ces2012,2012-01-10,2012-01-13,AST,DORMANT,2011-10-25,DORMANT01,YES
Marvell,International CES 2012,marvell:ces2012,2012-01-07,2012-01-10,AST,DORMANT,2011-11-22,DORMANT01,YES
Cisco,Gartner Data Center Summit 2011,cisco:gartnerdcc2011,2011-12-05,2011-12-07,AST,DORMANT,2011-10-28,DORMANT01,YES
Cisco,SCTE Cable-Tec Expo 2011,cisco:scte2011,2011-11-15,2011-11-17,AST,DORMANT,2011-09-19,DORMANT01,YES
Yahoo!,Ad:Tech New York,yahoo:adtechny2011,2011-11-09,2011-11-10,AST,DORMANT,2011-09-23,DORMANT01,YES
Cisco,CDN World Summit 2011,cisco:cdnsummit2011,2011-10-25,2011-10-28,AST,DORMANT,2011-10-11,DORMANT01,YES
Cisco,ITU Telecom World 2011,cisco:itu2011,2011-10-24,2011-10-27,AST,DORMANT,2011-09-19,DORMANT01,YES
Cisco,Gartner Symposium IT Expo,cisco:gartner2011,2011-10-17,2011-10-20,AST,DORMANT,2011-09-14,DORMANT01,YES
Cisco,Broadsoft 2011,cisco:broadsoft2011,2011-10-17,2011-10-19,AST,DORMANT,2011-09-06,DORMANT01,YES
Yahoo!,Advertising Week 2011,yahoo:adweek2011,2011-10-03,2011-10-07,AST,DORMANT,2011-08-04,DORMANT01,YES
Marvell,Broadband World Forum 2011,marvell:bbwf2011,2011-09-27,2011-09-29,AST,DORMANT,2011-08-23,DORMANT01,YES
Verisign,2011 Registrar Executive Summit,verisign:executive2011,2011-09-21,2011-09-24,AST,DORMANT,2011-08-10,DORMANT01,YES
Marvell,IBC 2011,marvell:ibc2011,2011-09-09,2011-09-13,AST,DORMANT,2011-07-28,DORMANT01,YES
Cisco,IBC 2011,cisco:ibc2011,2011-09-09,2011-09-13,AST,DORMANT,2011-07-13,DORMANT01,YES
Yahoo!,Cannes Lions Advertising Festival 2011,yahoo:cannes2011,2011-06-19,2011-06-25,AST,DORMANT,2011-04-05,DORMANT01,YES
Cisco,Enterprise 2.0 2011,cisco:enterprise2011,2011-06-20,2011-06-23,AST,DORMANT,2011-01-18,DORMANT01,YES
Yahoo!,Internet Retailer Conference & Exhibition 2011,yahoo:irce2011,2011-06-14,2011-06-17,AST,DORMANT,2011-06-02,DORMANT01,YES
Cisco,Infocomm 2011,cisco:infocomm2011,2011-06-13,2011-06-17,AST,DORMANT,2011-04-25,DORMANT01,YES
Cisco,NCTA The Cable Show 2011,cisco:ncta2011,2011-06-14,2011-06-16,AST,DORMANT,2011-05-04,DORMANT01,YES
Marvell,Computex 2011,marvell:computex2011,2011-05-31,2011-06-04,AST,DORMANT,2011-05-04,DORMANT01,YES
Cisco,TM Forum Management World 2011,cisco:tmforum2011,2011-05-23,2011-05-26,AST,DORMANT,2011-02-22,DORMANT01,YES
Marvell,Lightfair 2011,marvell:lightfair2011,2011-05-17,2011-05-19,AST,DORMANT,2011-05-04,DORMANT01,YES
Marvell,Interop 2011,marvell:interop2011,2011-05-10,2011-05-12,AST,DORMANT,2011-04-25,DORMANT01,YES
Yahoo!,Festival of Media 2011,yahoo:fom2011,2011-05-08,2011-05-12,AST,DORMANT,2011-04-21,DORMANT01,YES
Cisco,ANGA Cable 2011,cisco:anga2011,2011-05-03,2011-05-05,AST,DORMANT,2011-04-07,DORMANT01,YES
Cisco,NAB 2011,cisco:nab2011,2011-04-11,2011-04-14,AST,DORMANT,2011-03-03,DORMANT01,YES
Yahoo!,International CTIA Wireless 2011,yahoo:ctia2011,2011-03-22,2011-03-24,AST,DORMANT,2011-03-07,DORMANT01,YES
Cisco,International CTIA Wireless 2011,cisco:ctia2011,2011-03-21,2011-03-24,AST,DORMANT,2011-02-15,DORMANT01,YES
Cisco,Enterprise Connect 2011,cisco:ec2011,2011-02-28,2011-03-03,AST,DORMANT,2011-01-18,DORMANT01,YES
Cisco,HIMSS 2011,cisco:himss2011,2011-02-21,2011-02-23,AST,DORMANT,2010-12-07,DORMANT01,YES
Yahoo!,Mobile World Congress 2011,yahoo:mwc2011,2011-02-14,2011-02-17,AST,DORMANT,2010-12-22,DORMANT01,YES
Cisco,Mobile World Congress 2011,cisco:mwc2011,2011-02-14,2011-02-17,AST,DORMANT,2010-12-07,DORMANT01,YES
Cisco,National Retail Federation(NRF) 2011,cisco:nrf2011,2011-01-10,2011-01-11,AST,DORMANT,2010-10-14,DORMANT01,YES
Cisco,International CES 2011,cisco:ces2011,2011-01-06,2011-01-09,AST,DORMANT,2010-11-20,DORMANT01,YES
Cisco,SCTE Cable-Tec Expo 2010,cisco:scte2010,2010-10-20,2010-10-22,AST,DORMANT,2010-09-07,DORMANT01,YES
Cisco,Gartner Symposium IT Expo,cisco:gartner2010,2010-10-18,2010-10-22,AST,DORMANT,2010-09-28,DORMANT01,YES
